,id,address,categories,city,name,province,websites,lowerNames,cleanCategories,lowerCity
0,AWrSh_KgsVYjT2BJAzaH,2555 11th Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Greeley,Carl's Jr.,CO,https://www.carlsjr.com/?utm_source=Yextandutm_medium=Visit%20Websiteandutm_campaign=Homepage,carls jr,"['hamburgers', 'hot dogs']",greeley
1,AWEKlA-LIxWefVJwxG9B,2513 Highway 6 And 50,"Restaurant,Mexican Restaurants,Fast Food Restaurants,Restaurants",Grand Junction,Del Taco,CO,http://www.deltaco.com,del taco,['mexican'],grand junction
2,AWrSfAcYsVYjT2BJAzPt,1125 Patterson Road,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Grand Junction,Which Wich,CO,http://www.whichwich.com,which wich,"['sandwich', 'take out']",grand junction
3,AWrSa3NAQTFama1Xpkbz,3455 N Salida Court,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Aurora,Chipotle Mexican Grill,CO,http://www.chipotle.com,chipotle mexican grill,"['mexican', 'take out']",aurora
4,AWrSaVGzZ4Yw-wtdgcaB,5225 E Colfax Avenue,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Denver,Taco Bell,CO,https://locations.tacobell.com/co/denver/5225-e-colfax-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004051andutm_content=website,taco bell,['mexican'],denver
5,AWrSaQ5RZ4Yw-wtdgcZw,1350 W Colfax Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Denver,McDonald's,CO,https://www.mcdonalds.com/us/en-us/location/CO/DENVER/1350-W-COLFAX/23659.html?cid=RF:YXT:RoN::Clicks,mcdonalds,"['take out', 'hamburgers', 'hot dogs']",denver
6,AWrSaQ4EsVYjT2BJAy_I,200 16th Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Denver,McDonald's,CO,https://www.mcdonalds.com/us/en-us/location/CO/DENVER/200-16TH-ST/4267.html?cid=RF:YXT:RoN::Clicks,mcdonalds,"['take out', 'hamburgers', 'hot dogs']",denver
7,AWCvDUHSIxWefVJwvq4y,1772 N College Ave,"Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Karaoke,Fast Food Restaurants,Restaurants",Fayetteville,Taco Bell,AR,"http://www.tacobell.com/,http://www.tacobell.com",taco bell,"['southwestern', 'tex mex', 'carry out', 'mexican', 'karaoke']",fayetteville
8,AWrSTT3sQTFama1Xpjyq,605 S Havana Street,"Fast Food Restaurants,American Restaurants,Family Style Restaurants,Restaurants,Seafood Restaurants",Aurora,Captain D's Seafood Kitchen,CO,http://www.captainds.com,captain ds seafood kitchen,"['sea', 'american', 'family style']",aurora
9,AWkq412CIxWefVJwH_cO,16th Glenarm Place,"Mexican Restaurants,Caterers,Greek Restaurants,Mediterranean Restaurants,Latin American Restaurants,Fast Food Restaurants,Restaurants",Denver,Shondiz,CO,"http://www.shondiz.com,http://www.shondiz.com/",shondiz,"['greek', 'caterers', 'mediterranean', 'mexican', 'latin american']",denver
10,AWrSPNOdQTFama1XpjXy,201 W Fillmore Street,"Fast Food Restaurants,American Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants",Colorado Springs,Cook-Out,CO,http://www.cookout.com,cook out,"['hot dogs', 'hamburgers', 'american', 'barbecue']",colorado springs
11,AVzBAjq6LD2H7whiWJbG,1560 Briargate Boulevard,"Burger Joint,American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Fast Food Restaurants,Hamburgers,Restaurants",Colorado Springs,Steak 'n Shake,CO,"https://www.steaknshake.com/,http://www.steaknshake.com/locations/28963-steak-n-shake-now-open,https://www.steaknshake.com/locations/co-colorado-springs-briargate-boulevard/",steak n shake,"['break', 'hamburgers', 'traditional american', 'burger joint', 'american']",colorado springs
12,AWkq2BZfa4HuVbedkesR,1916 Southgate Rd Space E8a,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Colorado Springs,QDOBA Mexican Eats,CO,https://locations.qdoba.com/us/co/colorado-springs/1916-southgate-rd.html?utm_source=Listings,qdoba mexican eats,"['mexican', 'take out']",colorado springs
13,AWjXM4wGIxWefVJwF6ap,7140 N Academy Blvd Space B4,"Grill Restaurants,Mexican,Mexican Restaurants,Brunch,Food Delivery,Fast Food,Fast Food Restaurants,Take Out Restaurants,Catering,Restaurants",Colorado Springs,QDOBA Mexican Eats,CO,https://locations.qdoba.com/us/co/colorado-springs/7140-n-academy-blvd.html?utm_source=Listings,qdoba mexican eats,"['take out', 'mexican', 'grill', 'catering', 'delivery', 'brunch']",colorado springs
14,AVweIzUXIN2L1WUf2UEf,11410 N Rodney Parham Rd,"Burger Joint,Restaurant,Fast Food Restaurant and Burger Joint Pleasant Valley,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants",Little Rock,Burger King,AR,"http://www.bk.com/,http://www.bk.com",burger king,"['burger joint', 'hot dog', 'hamburger', 'burger joint pleasant valley']",little rock
15,AVwdablHIN2L1WUfvjUt,1111 Highway 62 65 N,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants",Harrison,Hardee's,AR,"http://www.hardees.com,http://www.hardees.com/",hardees,"['hamburgers', 'hot dog', 'carry out', 'hot dogs', 'hamburger']",harrison
16,AVwc98r4IN2L1WUfq1pA,211 Thorsheim St,"Carry-out food,Hotels and motels,Hotel and motel reservations,Resorts,Travel and Tourism,Fraternal Organizations,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Kodiak,Shelikof Lodge Restaurant,AK,"http://www.shelikoflodgealaska.com,http://shelikoflodgealaska.com,http://www.shelikoflodgealaska.com/",shelikof lodge restaurant,"['resorts', 'take out', 'family style', 'fraternal organizations', 'carry out', 'travel', 'motel reservations', 'american', 'hotel', 'motels', 'hotels', 'tourism']",kodiak
17,AWCBFJmM3-Khe5l_caCt,2417 Tongass Ave Ste 120,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Fast Food Restaurants,Karaoke,Restaurants",Ketchikan,Taco Time,AK,"http://www.tacotime.com,http://www.tacotime.com/",taco time,"['southwestern', 'family style', 'tex mex', 'carry out', 'mexican', 'american', 'karaoke']",ketchikan
18,AVwdJ4cCIN2L1WUfswrE,2695 Mill Bay Rd,"Carry-out food,Mexican Restaurants,Food and Beverage,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants",Kodiak,Taco Bell,AK,http://www.tacobell.com,taco bell,"['southwestern', 'tex mex', 'beverage', 'carry out', 'mexican', 'american']",kodiak
19,AVwdr5A9ByjofQCxrkFS,209 N Santa Claus Ln,"Mexican Restaurant,Carry-out food,Restaurant,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",North Pole,Taco Bell,AK,"http://www.tacobell.com/,http://www.tacobell.com",taco bell,"['southwestern', 'tex mex', 'carry out', 'mexican', 'american']",north pole
20,AV1tfF8hIxWefVJwg0HF,808 Water St,"Carry-out food,Caterers,Hot dog restaurants,Tex-mex restaurants,Southwestern restaurants,Hamburger restaurants,Mexican restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Pizza,Restaurant,Catering,Chinese restaurants",Ketchikan,Pizza Mill,AK,"http://www.menupix.com/,http://www.menupix.com",pizza mill,"['southwestern', 'take out', 'caterers', 'hot dog', 'tex mex', 'carry out', 'mexican', 'catering', 'american', 'hamburger', 'pizza', 'chinese']",ketchikan
21,AVwdQ7CMkufWRAb54Ewy,10160 Kenai Spur Hwy,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",Kenai,Pizza Hut,AK,https://www.pizzahut.com,pizza hut,"['take out', 'family style', 'caterers', 'delivery service', 'carry out', 'home delivery beer', 'catering', 'american', 'beverages', 'pizza']",kenai
22,AVwc1sddIN2L1WUfpdLc,1991 Airport Way,"Carry-out food,Pizza Restaurants,Caterers,Restaurant delivery service,Chicken Wings,Catering Companies,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place",Fairbanks,Pizza Hut,AK,"https://www.pizzahut.com/,http://www.pizzahut.com/,https://www.pizzahut.com,https://locations.pizzahut.com/ak/fairbanks/1991-airport-way",pizza hut,"['take out', 'family style', 'caterers', 'delivery service', 'catering companies', 'carry out', 'home delivery beer', 'american', 'beverages', 'delivery', 'chicken wings', 'pizza']",fairbanks
23,AVwddHLOByjofQCxpS-H,1553 Bragaw St,"Asian Restaurants,Carry-out food,Japanese Restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Asian restaurants,Japanese restaurants,Restaurants,Chinese restaurants",Anchorage,Sweet Pink Pepper,AK,"http://www.sweetpinkpepper.com/,https://sweetpinkpepper.com",sweet pink pepper,"['take out', 'asian', 'japanese', 'carry out', 'american', 'chinese']",anchorage
24,AV4_VzQTRxPSIh2RgJQH,810 Row River Rd,"Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Cottage Grove,Arby's,OR,"http://www.arbys.com,http://www.arbys.com/,http://locations.arbys.com/us/or/cottage-grove/810-row-river-rd-.html",arbys,"['southwestern', 'family style', 'tex mex', 'carry out', 'mexican', 'american', 'sandwich']",cottage grove
25,AWrROxTbcuP9ADUBCmQx,198 Central Avenue,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants",White Plains,Nathan's Famous Hot Dogs,NY,http://nathansfamous.com,nathans famous hot dogs,"['hamburgers', 'american', 'hot dogs']",white plains
26,AVweXVJS_7pvs4fzCVoA,1914 Adams Ave,"Caterers,Japanese Restaurants,Hotels and motels,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Banquet Halls & Reception Facilities,Banquet Halls and Reception Facilities,Family Style Restaurants,Restaurants,Asian Restaurants,Grocery Stores,Restaurant,Cocktail Lounges,Bar and Grills,Bar & Grills,Sushi Bars,Asian restaurants,Catering,Bars,Chinese restaurants",La Grande,Moy's Dynasty Restaurant,OR,"http://www.moysdynasty.com/,http://www.moysdynasty.com",moys dynasty restaurant,"['take out', 'family style', 'reception facilities', 'caterers', 'asian', 'banquet halls', 'grills', 'cocktail lounges', 'japanese', 'catering', 'american', 'bar', 'sushi bars', 'grocery stores', 'motels', 'bars', 'hotels', 'chinese']",la grande
27,AVzBCGxg3D1zeR_xBFP-,8429 W Center Rd,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Shops",Omaha,Arby's,NE,"http://www.arbys.com,http://locations.arbys.com/us/ne/omaha/8429-w-center-rd.html,https://locations.arbys.com/us/ne/omaha/8429-w-center-rd.html",arbys,"['traditional american', 'delicatessens', 'carry out', 'delis', 'american', 'karaoke', 'sandwich', 'wich']",omaha
28,AWkq16muIxWefVJwH5qp,1808 Ashville Road,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Leeds,Chick-fil-A,AL,"https://chick-fil-a.com/leeds,http://www.chick-fil-a.com",chick fil a,['chicken'],leeds
29,AVweEDnCByjofQCxu8zM,303 9th Ave SW,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Lafayette,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",lafayette
30,AWkqy22X3-Khe5l_21mG,503 1st Ave W,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Reform,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",reform
31,AV1bd6sS3D1zeR_xFZmD,302 W Bypass,"Delis And Delicatessens,Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops",Andalusia,Subway,AL,"http://www.subway.com,http://www.subway.com/",subway,"['take out', 'caterers', 'delicatessens', 'sandwiches', 'carry out', 'delis', 'catering', 'american', 'sandwich']",andalusia
32,AV5TDXKzIxWefVJwnlhH,5356 Highway 67 S,"Carry-out food,Service stations,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Convenience Stores,Spare rib restaurants,Restaurants",Somerville,Krispy Krunchy Chicken,AL,"http://www.krispykrunchy.com,http://www.krispykrunchy.com/",krispy krunchy chicken,"['convenience stores', 'spare rib', 'take out', 'chicken', 'carry out', 'american', 'service stations', 'barbecued poultry', 'barbecue']",somerville
33,AVwcp0W3_7pvs4fzxgCM,9433 Highway 431 S,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Owens Cross Roads,Subway,AL,"http://www.subway.com,http://www.subway.com/",subway,"['take out', 'delicatessens', 'sandwiches', 'carry out', 'delis', 'sandwich']",owens cross roads
34,AWkq018zIxWefVJwH21i,505 E Cumming Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Opp,Burger King,AL,https://locations.bk.com/al/opp/505-east-cummings-ave.html,burger king,"['hamburgers', 'hot dogs']",opp
35,AV2j3_Mj3-Khe5l_QnyS,910 2nd Ave E,"Carry-out food,Caterers,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Barbecue,Chicken Restaurants,Spare rib restaurants,Catering,Restaurants",Oneonta,Kfc,AL,"https://www.kfc.com/store-locator?query=35121,http://www.kfc.com/",kfc,"['spare rib', 'take out', 'caterers', 'chicken', 'carry out', 'catering', 'american', 'barbecued poultry', 'barbecue']",oneonta
36,AV0ZGbed-gnIPe8DVctj,639 Northgate Dr NW,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",Arab,Pizza Hut,AL,"https://www.pizzahut.com/,https://locations.pizzahut.com/al/arab/639-northgate-dr-w,https://www.pizzahut.com",pizza hut,"['take out', 'family style', 'caterers', 'delivery service', 'carry out', 'home delivery beer', 'catering', 'american', 'beverages', 'pizza']",arab
37,AVwdeHoGIN2L1WUfwJVZ,1624 Temple Ave N,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Fayette,Pizza Hut,AL,"http://pizzahut.com/locations/alabama/fayette/007482,https://www.pizzahut.com/,https://www.pizzahut.com,https://locations.pizzahut.com/al/fayette/1624-temple-ave-n",pizza hut,"['take out', 'family style', 'caterers', 'delivery service', 'carry out', 'home delivery beer', 'catering', 'american', 'beverages', 'delivery', 'chicken wings', 'pizza']",fayette
38,AV12jtkHa4HuVbed9bOg,6707 Highway 431 S Ste 104,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Owens Cross Roads,Subway,AL,http://www.subway.com,subway,"['take out', 'delicatessens', 'sandwiches', 'carry out', 'delis', 'sandwich']",owens cross roads
39,AVwd1Y2pkufWRAb59qUj,7290 Us Highway 43,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Family style restaurants,Hamburgers and Hot Dogs,Breakfast Brunch & Lunch Restaurants",Guin,Jack's,AL,"http://www.eatatjacks.com/,http://www.eatatjacks.com,http://t.co/b2Y2J74Dyp",jacks,"['hamburgers', 'family style', 'break brunch', 'hot dog', 'chicken', 'carry out', 'burger joint', 'lunch', 'american', 'hot dogs', 'hamburger']",guin
40,AWrPGYnRcuP9ADUBCdOF,1001 Fort Dale Road,"American Restaurants,Barbecue Restaurants,Caterers,Fast Food Restaurants,Restaurants,Sandwich Shops,Soul Food Restaurants,Take Out Restaurants",Greenville,Bates House Of Turkey Inc,AL,http://batesturkey.com,bates house of turkey inc,"['soul', 'take out', 'caterers', 'american', 'sandwich', 'barbecue']",greenville
41,AV0X0RtI-gnIPe8DVSbC,9400 Grand Bay Wilmer Rd S,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Grand Bay,Hardee's,AL,"https://www.hardees.com/?utm_source=Yextandutm_medium=Visit%20Websiteandutm_campaign=Homepage,http://www.hardees.com/",hardees,"['hamburgers', 'hot dog', 'carry out', 'hot dogs', 'hamburger']",grand bay
42,AWrPDnYhZ4Yw-wtdgM4i,890 Odum Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Gardendale,McDonald's,AL,http://www.mcdonalds.com,mcdonalds,"['take out', 'hamburgers', 'hot dogs']",gardendale
43,AWdnNy68a4HuVbedarXq,1020 Decatur HWay,"Carry Out Food,American Restaurants,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Gardendale,Sonic Drive-In,AL,http://www.sonicdrivein.com,sonic drive in,"['hamburgers', 'take out', 'carry out', 'american', 'hot dogs', 'hot dog stands']",gardendale
44,AVwcmvOhByjofQCxgJyh,704 Highway 28 W,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Livingston,McDonald's,AL,https://www.mcdonalds.com/us/en-us/location/AL/LIVINGSTON/704-HWY-28-WEST/33547.html?cid=RF:YXT:RoN::Clicks,mcdonalds,"['hot dogs', 'hamburgers', 'take out']",livingston
45,AVwdjLyg_7pvs4fz6_Q_,423 Highway 28 W,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",Livingston,Pizza Hut,AL,"https://www.pizzahut.com/,https://locations.pizzahut.com/al/livingston/423-hwy-28-east,http://www.pizzahut.com/",pizza hut,"['take out', 'family style', 'caterers', 'delivery service', 'carry out', 'home delivery beer', 'catering', 'american', 'beverages', 'pizza']",livingston
46,AVweEg_oByjofQCxvA1V,527 Bald Eagle Dr,"Caterers,Seafood restaurants,Steak and chop restaurants,Crabs and crab houses,Restaurant Delivery Service,American restaurants,Seafood,Karaoke,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants,Restaurant,Steak Houses,Night Clubs,Bars",Marco Island,Kretch's Restaurant,FL,"http://www.kretchs.com,http://kretchs.com/,http://www.kretchs.com/",kretchs restaurant,"['crabs', 'take out', 'family style', 'steak houses', 'caterers', 'delivery service', 'sea', 'night clubs', 'chop', 'steak', 'american', 'karaoke', 'bars', 'crab houses']",marco island
47,AVwc1pbrkufWRAb5zjZV,720 Main St NE,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Hanceville,Subway,AL,http://www.subway.com,subway,"['take out', 'delicatessens', 'sandwiches', 'carry out', 'delis', 'sandwich', 'wich']",hanceville
48,AWkqysnTa4HuVbedkWAv,1108 21st Street,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants",Haleyville,Jack's,AL,"http://www.eatatjacks.com,http://eatatjacks.com",jacks,"['hamburgers', 'break brunch', 'chicken', 'burgers', 'lunch', 'american', 'family friendly', 'hot dogs']",haleyville
49,AWjSP5amRxPSIh2RAOJh,7909 Crestwood Boulevard,"Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Restaurants",Birmingham,Kfc,AL,https://www.kfc.com/store-locator?query=35210,kfc,"['chicken', 'take out']",birmingham
50,AWkq2zP0RxPSIh2RCTt_,325 S Eufaula Avenue,"Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Eufaula,Church's Chicken,AL,http://www.churchs.com,churchs chicken,"['chicken', 'take out']",eufaula
51,AWrOz8GpQTFama1XpUkG,113 Will Garrett Road,"Fast Food Restaurants,Restaurants,Sandwich Shops",Toomsuba,Arby's,MS,https://locations.arbys.com/us/ms/toomsuba/113-will-garrett-road.html,arbys,['sandwich'],toomsuba
52,AWkq3-IP3-Khe5l_3CBh,930 N Washington Street,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Livingston,Sonic Drive-In,AL,https://locations.sonicdrivein.com/al/livingston/930-n--washington.html,sonic drive in,"['hamburgers', 'take out', 'chicken', 'american', 'hot dogs', 'hot dog stands']",livingston
53,AV4jAN2da4HuVbed_hC5,5375 Highway 68 W,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Collinsville,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",collinsville
54,AWrOvfO2sVYjT2BJAiyg,1655 W Main Street,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Centre,Sonic Drive-In,AL,https://locations.sonicdrivein.com/al/centre/1655-west-main.html,sonic drive in,"['hamburgers', 'take out', 'chicken', 'american', 'hot dogs', 'hot dog stands']",centre
55,AWrOvfNQsVYjT2BJAiyf,650 Cedar Bluff Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Centre,McDonald's,AL,https://www.mcdonalds.com/us/en-us/location/AL/CENTRE/650-CEDAR-BLUFF-RD/11223.html?cid=RF:YXT:RoN::Clicks,mcdonalds,"['take out', 'hamburgers', 'hot dogs']",centre
56,AWrOuvTWsVYjT2BJAiuh,5094 Louina Road,"American Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops,Take Out Restaurants",Roanoke,Big Boys,AL,http://www.bigboy.com,big boys,"['hamburgers', 'take out', 'family style', 'break brunch', 'lunch', 'american', 'hot dogs', 'sandwich']",roanoke
57,AVwc5JSs_7pvs4fz0Fht,801 Us Highway 80 W,"Hamburgers & Hot Dogs,Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Demopolis,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",demopolis
58,AWkq0M-BRxPSIh2RCMpF,55 Birmingham Road,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Centreville,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",centreville
59,AVweSluEByjofQCxw7Vy,3821 Airport Blvd,"Asian Restaurants,Restaurant,Carry-out food,Thai Restaurants,American restaurants,Thai restaurants,Take Out Restaurants,Fast Food Restaurants,Take out restaurants,Restaurants",Mobile,Bangkok Thai Cuisine,AL,"http://www.ordercounter.com,http://www.ordercounter.com/",bangkok thai cuisine,"['take out', 'asian', 'thai', 'carry out', 'american']",mobile
60,AWg_Ep9RIxWefVJwBNim,5535 15th Ave E,"Food and Beverage Delivery,Carry-out food,Caterers,Restaurant delivery service,Takeout,Steak and chop restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Take out restaurants,Restaurants,Barbecued poultry,Barbecue Restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Tuscaloosa,Dreamland Bar B Que,AL,"https://www.dreamlandbbq.com/,https://www.dreamlandbbq.com,http://www.dreamlandbbq.com/",dreamland bar b que,"['takeout', 'spare rib', 'take out', 'caterers', 'delivery service', 'chicken', 'chop', 'steak', 'carry out', 'home delivery beer', 'catering', 'american', 'beverages', 'barbecued poultry', 'and beverage delivery', 'barbecue']",tuscaloosa
61,AVwdV0sCkufWRAb544c8,2400 6th Ave Se,"Pizza,Italian Restaurant,Caterers,Italian Grocery Stores,American restaurants,Take Out Restaurants,Fast Food Restaurants,Italian restaurants,Pizza Place,Catering,Restaurants",Decatur,Alfonso's Pizza Italian Restaurant,AL,"http://www.thealfonsospizza.com/,http://www.thealfonsospizza.com",alfonsos pizza italian restaurant,"['take out', 'italian', 'caterers', 'catering', 'american', 'italian grocery stores', 'pizza']",decatur
62,AWCILJYb3-Khe5l_chL2,45 Lakeview Circle,"Restaurant,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Atmore,Sonic Drive-In,AL,https://locations.sonicdrivein.com/al/atmore/45-lakeview-circle.html,sonic drive in,"['hamburgers', 'take out', 'chicken', 'american', 'hot dogs', 'hot dog stands']",atmore
63,AVwdAgpgkufWRAb51VsH,202 Memorial Pkwy NE,"Hamburgers & Hot Dogs,Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Aliceville,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",aliceville
64,AWkq3w393-Khe5l_3BuL,5707 Veterans Memorial Drive,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Adamsville,Jack's Family Restaurants,AL,http://www.eatatjacks.com,jacks family restaurants,"['hamburgers', 'break brunch', 'chicken', 'lunch', 'hot dogs']",adamsville
65,AWrOlG91QTFama1XpUMw,160 Vaughan Lane,"Fast Food Restaurants,Restaurants",Pell City,Arby's,AL,http://www.arbys.com,arbys,[],pell city
